Order_ID,Order_Date,Customer_ID,Customer_Name,Age,Gender,City,Product,Category,Quantity,Unit_Price,Total_Sales,Order_Month,Sales_Per_Unit
Ord100212,2025-04-10,Cust7659,Customer_445,20.0,Male,Patna,Chair,Furniture,1,49067.82,49067.82,April,49067.82
Ord100213,2025-11-09,Cust6727,Customer_452,34.0,Female,Mumbai,Mobile,Electronics,6,18644.18,111865.08,November,18644.18
Ord100214,2025-08-25,Cust8049,Customer_384,37.0,Female,Delhi,Laptop,Electronics,9,14462.81,130165.29,August,14462.81
Ord100215,2025-07-18,Cust4705,Customer_53,43.0,Female,Hyderabad,Shoes,Fashion,1,29838.32,29838.32,July,29838.32
Ord100216,2025-03-20,Cust5355,Customer_108,23.0,Male,Delhi,Rice,Grocery,5,9508.4,47542.0,March,9508.4
Ord100217,2025-03-23,Cust3186,Customer_412,60.0,Female,Delhi,Mobile,Electronics,4,39054.95,156219.8,March,39054.95
Ord100218,2025-10-07,Cust1822,Customer_174,39.0,Male,Kolkata,Mobile,Electronics,6,20308.85,121853.1,October,20308.850000000002
Ord100219,2025-01-13,Cust9645,Customer_341,25.0,Female,Hyderabad,Rice,Grocery,4,15549.95,62199.8,January,15549.95
Ord100220,2025-09-14,Cust2997,Customer_181,23.0,Female,Hyderabad,Laptop,Electronics,1,34192.3,34192.3,September,34192.3
Ord100221,2025-04-27,Cust2088,Customer_382,65.0,Female,Hyderabad,Book,Education,2,12214.1,24428.2,April,12214.1
Ord100222,2025-07-13,Cust1711,Customer_36,20.0,Female,Bengaluru,Shoes,Fashion,10,49086.64,490866.4,July,49086.64
Ord100223,2025-01-10,Cust9840,Customer_347,38.0,Female,Bengaluru,Mobile,Electronics,8,20404.62,163236.96,January,20404.62
Ord100224,2025-12-06,Cust7613,Customer_432,22.0,Male,Mumbai,Laptop,Electronics,8,49347.28,394778.24,December,49347.28
Ord100225,2025-12-07,Cust1443,Customer_315,37.0,Female,Unknown,Rice,Grocery,1,25336.7,25336.7,December,25336.7
Ord100226,2025-02-08,Cust9319,Customer_434,54.0,Female,Pune,Rice,Grocery,5,7361.11,36805.55,February,7361.110000000001
Ord100227,2025-04-07,Cust6773,Customer_200,22.0,Male,Hyderabad,Laptop,Electronics,4,33205.94,132823.76,April,33205.94
Ord100228,2025-06-19,Cust5214,Customer_142,63.0,Female,Patna,Chair,Furniture,4,21609.52,86438.08,June,21609.52
Ord100229,2025-07-08,Cust3618,Customer_131,28.0,Male,Pune,Laptop,Electronics,10,33072.39,330723.9,July,33072.39
Ord100230,2025-11-01,Cust3668,Customer_415,63.0,Male,Patna,Mobile,Electronics,6,46679.69,280078.14,November,46679.69
Ord100231,2025-05-16,Cust7315,Customer_283,45.0,Female,Mumbai,Book,Education,3,17931.34,53794.02,May,17931.34
Ord100232,2025-04-11,Cust9158,Customer_297,61.0,Male,Gaya,Chair,Furniture,4,5518.32,22073.28,April,5518.32
Ord100233,2025-06-21,Cust6522,Customer_468,61.0,Male,Mumbai,Book,Education,7,15331.09,107317.63,June,15331.09
Ord100234,2025-09-05,Cust3760,Customer_360,63.0,Female,Bengaluru,Shoes,Fashion,1,41626.11,41626.11,September,41626.11
Ord100235,2025-10-22,Cust5079,Customer_348,41.0,Female,Bengaluru,Chair,Furniture,8,33479.62,267836.96,October,33479.62
Ord100236,2025-05-19,Cust6082,Customer_301,62.0,Male,Mumbai,Laptop,Electronics,9,44135.66,397220.94,May,44135.66
Ord100237,2025-06-25,Cust8311,Customer_225,32.0,Male,Bengaluru,Mobile,Electronics,10,4504.89,45048.9,June,4504.89
Ord100238,2025-02-04,Cust5945,Customer_49,40.0,Female,Kolkata,Shoes,Fashion,7,28710.98,200976.86,February,28710.98
Ord100239,2025-02-23,Cust9191,Customer_323,38.0,Male,Hyderabad,Book,Education,6,25562.3,153373.8,February,25562.3
Ord100050,2025-03-01,Cust8467,Customer_104,23.0,Male,Bengaluru,Book,Education,3,2860.83,8582.49,March,2860.83
Ord100241,2025-02-12,Cust1197,Customer_419,36.0,Male,Pune,Book,Education,4,1486.03,5944.12,February,1486.03
Ord100242,2025-12-22,Cust6111,Customer_204,34.0,Female,Hyderabad,Laptop,Electronics,8,4159.17,33273.36,December,4159.17
Ord100243,2025-05-04,Cust1367,Customer_48,21.0,Female,Bengaluru,Book,Education,7,6218.47,43529.29,May,6218.47
Ord100244,2025-03-27,Cust6584,Customer_449,21.0,Male,Mumbai,Mobile,Electronics,10,29646.26,296462.6,March,29646.26
Ord100245,2025-09-21,Cust2862,Customer_122,25.0,Male,Bengaluru,Rice,Grocery,7,10674.88,74724.16,September,10674.880000000001
Ord100246,2025-05-31,Cust4094,Customer_382,51.0,Male,Hyderabad,Rice,Grocery,4,44577.29,178309.16,May,44577.29
Ord100247,2025-09-17,Cust5129,Customer_404,54.0,Male,Bengaluru,Book,Education,6,36587.03,219522.18,September,36587.03
Ord100248,2025-02-09,Cust4629,Customer_167,40.0,Female,Patna,Mobile,Electronics,3,25277.79,75833.37,February,25277.789999999997
Ord100249,2025-01-23,Cust5454,Customer_368,19.0,Female,Hyderabad,Chair,Furniture,10,30855.5,308555.0,January,30855.5
Ord100250,2025-12-20,Cust3169,Customer_138,41.0,Female,Delhi,Mobile,Electronics,7,19829.73,138808.11,December,19829.73
Ord100251,2025-04-02,Cust9047,Customer_363,42.0,Male,Patna,Laptop,Electronics,7,46461.17,325228.19,April,46461.17
Ord100252,2025-08-28,Cust9097,Customer_384,26.0,Male,Hyderabad,Book,Education,2,32168.36,64336.72,August,32168.36
Ord100253,2025-04-16,Cust2006,Customer_131,50.0,Male,Kolkata,Book,Education,2,1655.36,3310.72,April,1655.36
Ord100254,2025-08-17,Cust5418,Customer_491,41.0,Female,Kolkata,Book,Education,4,44463.18,177852.72,August,44463.18
Ord100255,2025-05-02,Cust8067,Customer_283,47.0,Female,Patna,Chair,Furniture,6,43576.14,261456.84,May,43576.14
Ord100256,2025-05-03,Cust3080,Customer_378,41.0,Female,Pune,Chair,Furniture,1,43789.89,43789.89,May,43789.89
Ord100257,2025-12-15,Cust6728,Customer_413,64.0,Male,Bengaluru,Mobile,Electronics,1,34757.71,34757.71,December,34757.71
Ord100258,2025-09-10,Cust7801,Customer_150,41.0,Male,Pune,Chair,Furniture,7,6196.22,43373.54,September,6196.22
Ord100259,2025-06-18,Cust4686,Customer_473,27.0,Male,Pune,Rice,Grocery,8,36364.84,290918.72,June,36364.84
Ord100260,2025-01-20,Cust6345,Customer_420,32.0,Male,Hyderabad,Chair,Furniture,3,15948.34,47845.02,January,15948.339999999998
Ord100261,2025-07-09,Cust6927,Customer_165,23.0,Male,Gaya,Chair,Furniture,5,17292.4,86462.0,July,17292.4
Ord100262,2025-10-28,Cust8686,Customer_404,56.0,Female,Patna,Chair,Furniture,6,29255.02,175530.12,October,29255.02
Ord100263,2025-06-22,Cust6585,Customer_214,21.0,Male,Hyderabad,Rice,Grocery,4,25906.46,103625.84,June,25906.46
Ord100264,2025-04-18,Cust7176,Customer_434,33.0,Male,Bengaluru,Chair,Furniture,9,6110.1,54990.9,April,6110.1
Ord100265,2025-05-04,Cust9233,Customer_485,35.0,Male,Hyderabad,Chair,Furniture,10,36331.75,363317.5,May,36331.75
Ord100266,2025-11-26,Cust7501,Customer_2,40.0,Female,Gaya,Rice,Grocery,8,6459.95,51679.6,November,6459.95
Ord100267,2025-05-06,Cust7082,Customer_492,21.0,Female,Bengaluru,Book,Education,4,25164.5,100658.0,May,25164.5
Ord100268,2025-04-04,Cust2463,Customer_390,25.0,Male,Bengaluru,Laptop,Electronics,5,49665.71,248328.55,April,49665.71
Ord100269,2025-08-01,Cust1662,Customer_365,31.0,Female,Pune,Book,Education,7,13789.53,96526.71,August,13789.53
Ord100270,2025-10-25,Cust7413,Customer_4,54.0,Male,Kolkata,Laptop,Electronics,5,16404.25,82021.25,October,16404.25
Ord100271,2025-12-26,Cust1994,Customer_390,48.0,Male,Pune,Book,Education,3,32373.88,97121.64,December,32373.88
Ord100272,2025-08-03,Cust6173,Customer_51,22.0,Male,Pune,Mobile,Electronics,7,21466.96,150268.72,August,21466.96
Ord100273,2025-01-10,Cust7374,Customer_375,62.0,Female,Patna,Book,Education,5,47201.84,236009.2,January,47201.840000000004
Ord100274,2025-09-11,Cust4737,Customer_367,22.0,Female,Patna,Book,Education,5,36171.66,180858.3,September,36171.659999999996
Ord100275,2025-06-07,Cust3689,Customer_335,34.0,Female,Patna,Laptop,Electronics,8,47311.77,378494.16,June,47311.77
Ord100276,2025-09-06,Cust6444,Customer_251,23.0,Female,Mumbai,Book,Education,9,28865.26,259787.34,September,28865.26
Ord100277,2025-09-13,Cust2152,Customer_99,63.0,Female,Bengaluru,Mobile,Electronics,2,48433.7,96867.4,September,48433.7
Ord100278,2025-09-14,Cust1636,Customer_243,63.0,Female,Patna,Chair,Furniture,7,7528.42,52698.94,September,7528.42
Ord100279,2025-09-30,Cust3341,Customer_263,54.0,Male,Gaya,Mobile,Electronics,4,46629.93,186519.72,September,46629.93
Ord100280,2025-08-19,Cust1463,Customer_397,21.0,Female,Bengaluru,Shoes,Fashion,3,32403.32,97209.96,August,32403.320000000003
Ord100281,2025-12-26,Cust3877,Customer_133,18.0,Male,Delhi,Mobile,Electronics,6,14220.63,85323.78,December,14220.63
Ord100282,2025-12-28,Cust6407,Customer_157,26.0,Female,Delhi,Laptop,Electronics,6,5810.2,34861.2,December,5810.2
Ord100283,2025-01-09,Cust4381,Customer_324,39.0,Female,Kolkata,Laptop,Electronics,6,22627.46,135764.76,January,22627.460000000003
Ord100284,2025-05-09,Cust5097,Customer_302,65.0,Female,Mumbai,Mobile,Electronics,9,20619.08,185571.72,May,20619.08
Ord100285,2025-10-17,Cust9910,Customer_110,18.0,Male,Hyderabad,Shoes,Fashion,2,45034.12,90068.24,October,45034.12
Ord100286,2025-10-23,Cust7806,Customer_4,64.0,Female,Hyderabad,Rice,Grocery,2,40768.5,81537.0,October,40768.5
Ord100287,2025-01-11,Cust8105,Customer_385,52.0,Male,Delhi,Mobile,Electronics,3,35888.63,107665.89,January,35888.63
Ord100288,2025-11-04,Cust6002,Customer_83,46.0,Male,Delhi,Laptop,Electronics,9,23875.09,214875.81,November,23875.09
Ord100289,2025-11-07,Cust1334,Customer_364,31.0,Male,Kolkata,Shoes,Fashion,2,17100.29,34200.58,November,17100.29
Ord100290,2025-04-06,Cust9248,Customer_451,51.0,Male,Mumbai,Chair,Furniture,7,15202.84,106419.88,April,15202.84
Ord100291,2025-08-31,Cust7152,Customer_423,22.0,Female,Patna,Mobile,Electronics,6,17696.96,106181.76,August,17696.96
Ord100292,2025-02-20,Cust8650,Customer_384,23.0,Male,Gaya,Rice,Grocery,6,13138.1,78828.6,February,13138.1
Ord100293,2025-04-16,Cust9284,Customer_212,44.0,Female,Kolkata,Book,Education,5,3842.06,19210.3,April,3842.06
Ord100294,2025-03-02,Cust4169,Customer_307,41.0,Female,Hyderabad,Rice,Grocery,4,6495.5,25982.0,March,6495.5
Ord100295,2025-05-04,Cust3464,Customer_1,18.0,Female,Bengaluru,Book,Education,4,43207.48,172829.92,May,43207.48
Ord100296,2025-07-04,Cust8294,Customer_103,30.0,Female,Hyderabad,Book,Education,4,49876.67,199506.68,July,49876.67
Ord100297,2025-11-18,Cust4845,Customer_401,18.0,Male,Mumbai,Chair,Furniture,1,2599.12,2599.12,November,2599.12
Ord100298,2025-07-28,Cust6538,Customer_365,37.0,Female,Pune,Mobile,Electronics,4,6652.95,26611.8,July,6652.95
Ord100299,2025-03-25,Cust6028,Customer_58,39.0,Male,Delhi,Laptop,Electronics,4,20533.23,82132.92,March,20533.23
Ord100300,2025-07-01,Cust7944,Customer_282,41.0,Male,Unknown,Chair,Furniture,6,28595.31,171571.86,July,28595.309999999998
Ord100301,2025-09-12,Cust5406,Customer_164,30.0,Male,Kolkata,Mobile,Electronics,5,9509.13,47545.65,September,9509.130000000001
Ord100302,2025-08-09,Cust9552,Customer_340,30.0,Male,Patna,Chair,Furniture,7,1106.55,7745.85,August,1106.55
Ord100303,2025-03-27,Cust3059,Customer_104,36.0,Male,Patna,Shoes,Fashion,6,39075.07,234450.42,March,39075.07
Ord100304,2025-07-06,Cust1183,Customer_189,20.0,Female,Gaya,Chair,Furniture,7,7046.4,49324.8,July,7046.400000000001
Ord100305,2025-08-27,Cust1088,Customer_1,40.0,Male,Patna,Shoes,Fashion,5,40763.95,203819.75,August,40763.95
Ord100306,2025-08-02,Cust8195,Customer_388,52.0,Female,Patna,Shoes,Fashion,1,3727.43,3727.43,August,3727.43
Ord100307,2026-01-01,Cust1231,Customer_339,53.0,Male,Patna,Rice,Grocery,4,46771.94,187087.76,January,46771.94
Ord100308,2025-12-12,Cust6206,Customer_18,50.0,Male,Kolkata,Book,Education,7,43207.91,302455.37,December,43207.909999999996
Ord100309,2025-03-23,Cust7625,Customer_251,50.0,Female,Patna,Book,Education,3,5803.11,17409.33,March,5803.110000000001
Ord100310,2025-07-29,Cust1762,Customer_141,27.0,Male,Delhi,Book,Education,4,30974.95,123899.8,July,30974.95
Ord100311,2025-09-08,Cust1743,Customer_222,56.0,Male,Hyderabad,Shoes,Fashion,4,40276.76,161107.04,September,40276.76
Ord100312,2025-11-12,Cust9788,Customer_229,64.0,Male,Hyderabad,Mobile,Electronics,8,17270.72,138165.76,November,17270.72
Ord100313,2025-10-23,Cust2687,Customer_190,64.0,Female,Hyderabad,Book,Education,6,8249.36,49496.16,October,8249.36
Ord100314,2025-07-22,Cust3094,Customer_47,49.0,Female,Bengaluru,Mobile,Electronics,8,42935.06,343480.48,July,42935.06
Ord100315,2025-06-08,Cust7059,Customer_224,51.0,Female,Delhi,Laptop,Electronics,8,1722.06,13776.48,June,1722.06
Ord100316,2025-04-21,Cust8229,Customer_161,32.0,Male,Pune,Mobile,Electronics,5,25857.91,129289.55,April,25857.91
Ord100317,2025-02-25,Cust9307,Customer_274,37.0,Female,Hyderabad,Book,Education,4,47319.13,189276.52,February,47319.13
Ord100318,2025-01-30,Cust2457,Customer_462,51.0,Male,Kolkata,Mobile,Electronics,2,21816.67,43633.34,January,21816.67
Ord100319,2025-06-08,Cust5057,Customer_158,52.0,Female,Patna,Shoes,Fashion,3,10075.98,30227.94,June,10075.98
Ord100320,2025-05-07,Cust1516,Customer_148,52.0,Male,Mumbai,Laptop,Electronics,9,22182.44,199641.96,May,22182.44
Ord100321,2025-06-22,Cust4527,Customer_359,54.0,Male,Mumbai,Book,Education,6,35006.3,210037.8,June,35006.299999999996
Ord100322,2025-08-15,Cust2650,Customer_276,56.0,Female,Kolkata,Chair,Furniture,10,16222.64,162226.4,August,16222.64
Ord100323,2025-09-20,Cust1932,Customer_369,35.0,Male,Delhi,Mobile,Electronics,4,1935.28,7741.12,September,1935.28
Ord100324,2025-07-20,Cust2094,Customer_165,54.0,Female,Hyderabad,Book,Education,4,28385.87,113543.48,July,28385.87
Ord100325,2025-08-26,Cust7196,Customer_286,40.0,Male,Delhi,Chair,Furniture,8,33388.11,267104.88,August,33388.11
Ord100326,2025-05-27,Cust2537,Customer_32,30.0,Female,Bengaluru,Mobile,Electronics,1,1005.21,1005.21,May,1005.21
Ord100327,2025-03-30,Cust9627,Customer_444,47.0,Male,Gaya,Rice,Grocery,5,27900.36,139501.8,March,27900.359999999997
Ord100328,2025-05-06,Cust3044,Customer_27,65.0,Female,Bengaluru,Rice,Grocery,10,31855.44,318554.4,May,31855.440000000002
Ord100329,2025-04-12,Cust9693,Customer_343,48.0,Male,Patna,Book,Education,9,45988.02,413892.18,April,45988.02
Ord100330,2025-10-14,Cust5621,Customer_427,62.0,Female,Delhi,Shoes,Fashion,7,19261.81,134832.67,October,19261.81
Ord100331,2025-04-28,Cust6067,Customer_316,55.0,Male,Patna,Laptop,Electronics,8,22233.15,177865.2,April,22233.15
Ord100332,2025-02-03,Cust9465,Customer_470,44.0,Male,Kolkata,Shoes,Fashion,4,2247.11,8988.44,February,2247.11
Ord100333,2025-07-23,Cust3773,Customer_336,41.0,Female,Pune,Chair,Furniture,6,27965.93,167795.58,July,27965.929999999997
Ord100334,2025-01-29,Cust5933,Customer_92,29.0,Male,Mumbai,Chair,Furniture,5,13013.63,65068.15,January,13013.630000000001
Ord100335,2025-10-16,Cust8904,Customer_152,28.0,Female,Kolkata,Rice,Grocery,2,31943.19,63886.38,October,31943.19
Ord100336,2025-02-24,Cust2599,Customer_390,35.0,Male,Mumbai,Laptop,Electronics,5,26823.14,134115.7,February,26823.140000000003
Ord100337,2025-12-05,Cust5249,Customer_236,57.0,Male,Pune,Shoes,Fashion,10,11637.38,116373.8,December,11637.380000000001
Ord100338,2025-09-21,Cust9849,Customer_264,53.0,Female,Delhi,Chair,Furniture,5,38518.95,192594.75,September,38518.95
Ord100339,2025-03-02,Cust3891,Customer_453,65.0,Male,Mumbai,Laptop,Electronics,6,25123.86,150743.16,March,25123.86
Ord100340,2025-10-28,Cust8154,Customer_224,47.0,Female,Pune,Mobile,Electronics,9,47289.86,425608.74,October,47289.86
Ord100341,2025-02-13,Cust1614,Customer_267,52.0,Female,Bengaluru,Book,Education,4,18655.09,74620.36,February,18655.09
Ord100342,2025-01-28,Cust9557,Customer_475,47.0,Male,Mumbai,Book,Education,3,45718.65,137155.95,January,45718.65
Ord100343,2025-10-29,Cust9253,Customer_371,50.0,Female,Pune,Rice,Grocery,10,21580.33,215803.3,October,21580.329999999998
Ord100344,2025-12-18,Cust2794,Customer_98,31.0,Female,Patna,Shoes,Fashion,5,10932.32,54661.6,December,10932.32
Ord100345,2025-05-01,Cust1463,Customer_257,56.0,Female,Gaya,Mobile,Electronics,6,12740.73,76444.38,May,12740.730000000001
Ord100346,2025-02-09,Cust2051,Customer_103,31.0,Male,Bengaluru,Rice,Grocery,9,12137.54,109237.86,February,12137.54
Ord100347,2025-02-16,Cust1577,Customer_59,37.0,Male,Delhi,Shoes,Fashion,1,36943.51,36943.51,February,36943.51
Ord100348,2025-07-16,Cust7654,Customer_172,42.0,Male,Delhi,Rice,Grocery,2,33566.2,67132.4,July,33566.2
Ord100349,2025-03-27,Cust9304,Customer_216,38.0,Female,Bengaluru,Shoes,Fashion,2,32332.27,64664.54,March,32332.27
Ord100350,2025-07-11,Cust9709,Customer_409,41.0,Male,Pune,Laptop,Electronics,8,47254.7,378037.6,July,47254.7
Ord100351,2025-03-26,Cust6828,Customer_222,50.0,Male,Bengaluru,Chair,Furniture,3,42538.14,127614.42,March,42538.14
Ord100352,2025-02-24,Cust1170,Customer_67,37.0,Male,Mumbai,Mobile,Electronics,4,25840.34,103361.36,February,25840.34
Ord100353,2025-02-13,Cust3075,Customer_249,55.0,Male,Bengaluru,Laptop,Electronics,1,8162.84,8162.84,February,8162.84
Ord100354,2025-11-08,Cust7104,Customer_498,34.0,Male,Mumbai,Chair,Furniture,5,49012.25,245061.25,November,49012.25
Ord100355,2025-10-20,Cust3265,Customer_256,29.0,Male,Gaya,Rice,Grocery,5,19538.67,97693.35,October,19538.670000000002
Ord100356,2025-08-17,Cust4601,Customer_82,55.0,Female,Hyderabad,Book,Education,1,5053.68,5053.68,August,5053.68
Ord100357,2025-07-15,Cust5743,Customer_248,28.0,Male,Gaya,Laptop,Electronics,6,14400.18,86401.08,July,14400.18
Ord100358,2025-08-11,Cust8871,Customer_345,43.0,Female,Kolkata,Chair,Furniture,4,28464.26,113857.04,August,28464.26
Ord100359,2025-01-26,Cust3763,Customer_221,32.0,Female,Delhi,Shoes,Fashion,5,40682.5,203412.5,January,40682.5
Ord100050,2025-02-11,Cust6467,Customer_181,24.0,Female,Pune,Rice,Grocery,7,45480.39,318362.73,February,45480.39
Ord100361,2025-04-26,Cust7309,Customer_266,52.0,Female,Delhi,Book,Education,6,42742.96,256457.76,April,42742.96
Ord100362,2025-10-01,Cust3281,Customer_243,64.0,Female,Pune,Laptop,Electronics,10,19010.69,190106.9,October,19010.69
Ord100363,2025-04-30,Cust9724,Customer_220,35.0,Male,Pune,Laptop,Electronics,5,31244.32,156221.6,April,31244.32
Ord100364,2025-11-16,Cust5468,Customer_463,32.0,Male,Bengaluru,Laptop,Electronics,7,42733.08,299131.56,November,42733.08
Ord100365,2025-12-30,Cust7621,Customer_375,61.0,Female,Gaya,Shoes,Fashion,1,44751.42,44751.42,December,44751.42
Ord100366,2025-03-13,Cust9551,Customer_230,18.0,Male,Bengaluru,Mobile,Electronics,10,47493.59,474935.9,March,47493.590000000004
Ord100367,2025-09-07,Cust3023,Customer_223,43.0,Female,Gaya,Shoes,Fashion,8,46122.45,368979.6,September,46122.45
Ord100368,2025-06-06,Cust5318,Customer_376,61.0,Male,Bengaluru,Shoes,Fashion,3,31028.12,93084.36,June,31028.12
Ord100369,2025-06-12,Cust9900,Customer_496,26.0,Male,Bengaluru,Shoes,Fashion,2,48986.48,97972.96,June,48986.48
Ord100370,2025-01-26,Cust6142,Customer_410,37.0,Male,Patna,Mobile,Electronics,10,12839.38,128393.8,January,12839.380000000001
Ord100371,2025-09-25,Cust8318,Customer_189,29.0,Female,Kolkata,Mobile,Electronics,1,6050.27,6050.27,September,6050.27
Ord100372,2025-06-15,Cust9485,Customer_43,57.0,Male,Mumbai,Mobile,Electronics,2,42518.8,85037.6,June,42518.8
Ord100373,2025-06-04,Cust9022,Customer_131,49.0,Female,Mumbai,Rice,Grocery,4,22806.21,91224.84,June,22806.21
Ord100374,2025-01-18,Cust4041,Customer_433,32.0,Female,Bengaluru,Laptop,Electronics,4,39453.46,157813.84,January,39453.46
Ord100375,2025-05-06,Cust5835,Customer_362,20.0,Male,Unknown,Laptop,Electronics,2,28311.58,56623.16,May,28311.58
Ord100376,2025-02-28,Cust9776,Customer_345,54.0,Female,Delhi,Rice,Grocery,3,11513.96,34541.88,February,11513.96
Ord100377,2025-10-25,Cust9292,Customer_89,33.0,Male,Bengaluru,Shoes,Fashion,8,16079.7,128637.6,October,16079.7
Ord100378,2025-09-29,Cust3607,Customer_266,64.0,Female,Patna,Book,Education,5,21152.92,105764.6,September,21152.920000000002
Ord100379,2025-04-28,Cust1032,Customer_20,22.0,Female,Pune,Mobile,Electronics,7,20998.7,146990.9,April,20998.7
Ord100380,2025-04-04,Cust6531,Customer_218,57.0,Male,Kolkata,Rice,Grocery,6,13054.61,78327.66,April,13054.61
Ord100381,2025-06-07,Cust4482,Customer_139,53.0,Male,Pune,Mobile,Electronics,9,46780.58,421025.22,June,46780.579999999994
Ord100382,2025-10-16,Cust4655,Customer_167,35.0,Male,Kolkata,Shoes,Fashion,7,34258.83,239811.81,October,34258.83
Ord100383,2025-08-25,Cust3365,Customer_80,23.0,Male,Delhi,Mobile,Electronics,7,17055.84,119390.88,August,17055.84
Ord100384,2025-10-15,Cust1481,Customer_40,40.0,Female,Patna,Chair,Furniture,10,7876.48,78764.8,October,7876.4800000000005
Ord100385,2025-11-24,Cust2242,Customer_331,53.0,Female,Delhi,Mobile,Electronics,10,34976.79,349767.9,November,34976.79
Ord100386,2025-06-30,Cust8164,Customer_156,34.0,Female,Delhi,Chair,Furniture,8,38672.34,309378.72,June,38672.34
Ord100387,2025-06-17,Cust9469,Customer_426,18.0,Female,Kolkata,Shoes,Fashion,1,48695.59,48695.59,June,48695.59
Ord100388,2025-10-04,Cust3129,Customer_138,39.0,Male,Hyderabad,Book,Education,9,41871.43,376842.87,October,41871.43
Ord100389,2025-08-30,Cust6180,Customer_73,64.0,Male,Patna,Mobile,Electronics,6,26179.81,157078.86,August,26179.809999999998
Ord100390,2025-03-23,Cust2671,Customer_58,52.0,Male,Delhi,Shoes,Fashion,1,23398.57,23398.57,March,23398.57
Ord100391,2025-03-30,Cust6111,Customer_388,20.0,Male,Kolkata,Laptop,Electronics,5,24596.56,122982.8,March,24596.56
Ord100392,2025-08-11,Cust9927,Customer_357,37.0,Female,Bengaluru,Shoes,Fashion,1,35804.49,35804.49,August,35804.49
Ord100393,2025-09-09,Cust3393,Customer_175,24.0,Female,Hyderabad,Mobile,Electronics,3,36239.15,108717.45,September,36239.15
Ord100394,2025-11-22,Cust5569,Customer_188,27.0,Female,Pune,Shoes,Fashion,5,21143.07,105715.35,November,21143.07
Ord100395,2025-04-01,Cust5128,Customer_192,47.0,Male,Bengaluru,Rice,Grocery,8,30277.06,242216.48,April,30277.06
Ord100396,2025-10-26,Cust8053,Customer_159,53.0,Female,Mumbai,Laptop,Electronics,4,41264.56,165058.24,October,41264.56
Ord100397,2025-02-12,Cust3345,Customer_202,35.0,Female,Gaya,Book,Education,5,11761.9,58809.5,February,11761.9
Ord100398,2025-03-07,Cust6600,Customer_242,58.0,Female,Bengaluru,Mobile,Electronics,9,48807.37,439266.33,March,48807.37
Ord100399,2025-06-14,Cust5615,Customer_56,63.0,Female,Bengaluru,Rice,Grocery,4,1895.99,7583.96,June,1895.99
Ord100400,2025-04-20,Cust5102,Customer_416,41.0,Female,Hyderabad,Book,Education,3,26269.62,78808.86,April,26269.62
Ord100401,2025-01-13,Cust6037,Customer_121,28.0,Male,Patna,Mobile,Electronics,2,1793.29,3586.58,January,1793.29
Ord100402,2025-04-05,Cust2137,Customer_57,40.0,Female,Mumbai,Shoes,Fashion,5,18223.06,91115.3,April,18223.06
Ord100403,2025-02-22,Cust4625,Customer_296,25.0,Female,Gaya,Book,Education,7,43850.91,306956.37,February,43850.909999999996
Ord100404,2025-01-10,Cust4414,Customer_194,53.0,Female,Delhi,Book,Education,1,15617.29,15617.29,January,15617.29
Ord100405,2025-04-05,Cust5778,Customer_346,37.0,Male,Patna,Shoes,Fashion,2,36062.36,72124.72,April,36062.36
Ord100406,2025-03-21,Cust1528,Customer_170,46.0,Male,Patna,Mobile,Electronics,2,24194.96,48389.92,March,24194.96
Ord100407,2025-06-29,Cust5430,Customer_333,48.0,Male,Mumbai,Shoes,Fashion,3,46253.94,138761.82,June,46253.94
Ord100408,2025-02-28,Cust8759,Customer_20,64.0,Female,Hyderabad,Chair,Furniture,1,22534.47,22534.47,February,22534.47
Ord100409,2025-01-23,Cust9421,Customer_355,64.0,Female,Bengaluru,Shoes,Fashion,5,23003.28,115016.4,January,23003.28
Ord100410,2025-07-07,Cust3440,Customer_28,32.0,Female,Pune,Laptop,Electronics,5,6619.66,33098.3,July,6619.660000000001
Ord100411,2025-07-11,Cust6631,Customer_141,58.0,Male,Kolkata,Book,Education,4,7231.17,28924.68,July,7231.17
Ord100412,2025-12-16,Cust9089,Customer_177,24.0,Male,Patna,Book,Education,10,14441.39,144413.9,December,14441.39
Ord100413,2025-12-03,Cust4703,Customer_394,58.0,Male,Patna,Laptop,Electronics,4,39636.15,158544.6,December,39636.15
Ord100414,2025-07-18,Cust4598,Customer_96,33.0,Female,Patna,Shoes,Fashion,10,6633.6,66336.0,July,6633.6
Ord100415,2025-01-16,Cust3277,Customer_148,46.0,Female,Gaya,Mobile,Electronics,6,31722.52,190335.12,January,31722.52
Ord100416,2025-06-30,Cust5932,Customer_183,62.0,Female,Gaya,Rice,Grocery,3,24990.09,74970.27,June,24990.09
Ord100417,2025-03-25,Cust7628,Customer_120,56.0,Male,Bengaluru,Chair,Furniture,6,26716.59,160299.54,March,26716.59
Ord100418,2025-06-04,Cust9942,Customer_466,29.0,Female,Kolkata,Mobile,Electronics,8,28813.93,230511.44,June,28813.93
Ord100419,2025-08-21,Cust6436,Customer_288,52.0,Male,Bengaluru,Shoes,Fashion,2,2209.43,4418.86,August,2209.43
Ord100420,2025-05-12,Cust2231,Customer_38,51.0,Male,Delhi,Mobile,Electronics,2,572.39,1144.78,May,572.39
Ord100421,2025-10-04,Cust2956,Customer_177,39.0,Male,Patna,Chair,Furniture,5,26522.29,132611.45,October,26522.29
Ord100422,2025-12-23,Cust1764,Customer_47,24.0,Male,Hyderabad,Laptop,Electronics,2,25875.53,51751.06,December,25875.53
